name,wins,losses,draws,height_cm,weight_in_kg,reach_in_cm,stance,significant_strikes_landed_per_minute,significant_striking_accuracy,significant_strikes_absorbed_per_minute,significant_strike_defence,average_takedowns_landed_per_15_minutes,takedown_accuracy,takedown_defense,average_submissions_attempted_per_15_minutes,age
Elisha Helsper,0,4,0,167.64,61.23,167.64,Orthodox,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42
Ryan Parker,0,1,0,190.5,106.59,190.5,Southpaw,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38
Billy Goff,9,2,0,177.8,77.11,182.88,Switch,10.22,46.0,4.3,64.0,4.04,40.0,100.0,0.0,26
Lu Zhengyong,12,7,0,178.23432467873064,56.7,180.70495018353435,Orthodox,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38
Jean Silva,19,12,3,167.64,72.57,167.64,Orthodox,0.73,22.0,2.93,52.0,0.0,0.0,0.0,0.0,47
Wes Shivers,7,1,0,203.2,77.39582504970178,203.2,Orthodox,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38
Brandon Lewis,6,2,0,162.56,61.23,177.8,Orthodox,2.17,29.0,3.63,53.0,1.0,15.0,20.0,0.0,27
Josh Paiva,8,2,0,167.64,56.7,167.64,Orthodox,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38
Issac DeJesus,12,7,1,178.23432467873064,65.77,180.70495018353435,Orthodox,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38
Filip Pejic,12,2,2,172.72,61.23,172.72,Orthodox,0.0,0.0,0.88,33.0,0.0,0.0,0.0,0.0,32
Alex Reyes,13,4,0,180.34,70.31,185.42,Orthodox,4.04,39.0,10.91,40.0,0.0,0.0,0.0,0.0,38
Mark Eddiva,6,3,0,172.72,65.77,172.72,Orthodox,3.37,45.0,2.98,54.0,1.45,22.0,63.0,0.0,39
Murad Chunkaiev,8,4,0,180.34,83.91,180.34,Orthodox,0.85,16.0,3.41,66.0,8.53,100.0,0.0,0.0,38
Gilbert Aldana,6,2,0,185.42,113.4,185.42,Orthodox,2.91,54.0,6.26,26.0,2.57,40.0,33.0,0.0,47
Kelly Faszholz,4,2,0,172.72,61.23,172.72,Orthodox,4.01,48.0,3.61,52.0,0.0,0.0,44.0,0.0,39
Ryan Bastianelli,6,7,0,165.1,61.23,165.1,Orthodox,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38
Jinensibieke Asikeerbai,36,11,0,167.64,70.31,175.26,Orthodox,2.0,50.0,10.0,0.0,0.0,0.0,0.0,0.0,36
Nurullo Aliev,9,0,0,177.8,70.31,182.88,Orthodox,2.5,51.0,0.46,59.0,3.06,44.0,0.0,0.0,24
Danny Davis,13,11,1,187.96,77.11,187.96,Orthodox,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38
Shin Haraguchi,7,0,0,167.64,70.31,172.72,Switch,2.99,70.0,0.65,39.0,14.01,80.0,0.0,0.0,26
John Matua,1,4,0,187.96,181.44,187.96,Orthodox,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38
Reza Nasri,0,1,0,180.34,92.99,180.34,Orthodox,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38
Aaron Trujillo,0,1,0,165.1,56.7,165.1,Orthodox,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38
Atsushi Yamamoto,19,11,3,167.64,63.05,167.64,Orthodox,1.97,39.0,1.27,70.0,1.12,33.0,100.0,0.0,44
Akira Kikuchi,16,4,0,172.72,70.31,172.72,Orthodox,3.67,56.0,0.4,14.0,2.0,40.0,100.0,0.0,46
Marcelo Brito,13,8,0,185.42,77.11,185.42,Orthodox,0.6,20.0,3.53,55.0,0.0,0.0,50.0,0.0,47
Reese Andy,7,3,0,182.88,92.99,182.88,Orthodox,2.87,50.0,3.5,58.0,0.67,20.0,40.0,0.0,51
Fredy Serrano,3,2,0,160.02,56.7,165.1,Orthodox,1.58,26.0,1.89,61.0,2.84,25.0,84.0,0.0,45
Daniel Gallemore,7,3,0,195.58,120.2,195.58,Orthodox,3.1,41.0,6.0,52.0,0.0,0.0,0.0,0.0,38
Gilbert Jimenez,8,12,1,178.23432467873064,70.31,180.70495018353435,Orthodox,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38
Alexander Poppeck,9,3,0,187.96,92.99,187.96,Orthodox,4.01,57.0,9.81,33.0,0.0,0.0,0.0,0.0,32
Dillon Smith,0,0,0,182.88,77.11,182.88,Orthodox,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38
Cesar Almeida,4,0,0,185.42,83.91,187.96,Orthodox,4.73,61.0,1.87,48.0,0.0,0.0,70.0,0.0,36
Hugo Cunha,6,0,0,193.04,113.4,193.04,Orthodox,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38
Jason McLean,6,7,0,165.1,65.77,165.1,Orthodox,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38
Laverne Clark,27,21,1,180.34,77.11,180.34,Orthodox,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51
Adrienna Jenkins,19,6,0,172.72,65.77,172.72,Orthodox,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38
Val Woodburn,7,1,0,172.72,83.91,187.96,Orthodox,3.16,22.0,11.05,30.0,0.0,0.0,100.0,0.0,31
David Lee,12,10,0,177.8,70.31,177.8,Orthodox,1.49,50.0,3.31,42.0,0.0,0.0,50.0,0.0,38
Fabio Mello,11,8,0,165.1,70.31,165.1,Southpaw,0.86,35.0,3.94,50.0,0.0,0.0,0.0,0.0,38
Rosi Sexton,13,5,0,160.02,61.23,160.02,Orthodox,3.31,39.0,7.42,41.0,0.75,10.0,80.0,0.0,47
Claudio Ribeiro,11,4,0,185.42,83.91,195.58,Orthodox,4.65,57.0,3.34,31.0,0.76,50.0,75.0,0.0,32
Dave Rickels,18,4,0,180.34,70.31,180.34,Orthodox,4.29,59.0,5.53,42.0,0.0,0.0,25.0,0.0,38
Ben Reiter,17,2,1,190.5,83.91,190.5,Orthodox,1.8,46.0,1.53,54.0,7.0,43.0,0.0,0.0,38
Ryan Madigan,5,3,0,182.88,77.11,182.88,Orthodox,0.0,0.0,3.35,47.0,0.0,0.0,0.0,0.0,38
Joey Roberts,4,3,0,187.96,90.72,187.96,Orthodox,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38
Felix Lee Mitchell,2,7,0,178.23432467873064,77.39582504970178,180.70495018353435,Orthodox,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38
Richie Smullen,3,1,1,175.26,70.31,172.72,Orthodox,1.98,77.0,2.26,65.0,8.49,66.0,0.0,0.0,33
Alberta Cerra Leon,0,1,0,172.72,107.95,172.72,Orthodox,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38
Andrew Todhunter,8,0,0,182.88,83.91,182.88,Switch,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37
Horacio Gutierrez,4,3,0,177.8,65.77,177.8,Orthodox,0.86,26.0,2.91,46.0,0.0,0.0,50.0,0.0,38
Kolton Englund,9,4,0,177.8,70.31,175.26,Orthodox,2.31,25.0,11.54,40.0,0.0,0.0,0.0,0.0,31
Wagner Silva,6,3,0,182.88,77.11,182.88,Orthodox,1.69,29.0,2.87,65.0,0.0,0.0,58.0,0.0,38
Kevin Knabjian,12,7,1,177.8,77.11,177.8,Orthodox,0.0,0.0,15.56,22.0,0.0,0.0,100.0,0.0,40
Alonzo Martinez,42,20,1,177.8,70.31,177.8,Orthodox,3.07,27.0,7.33,52.0,0.0,0.0,0.0,0.0,38
Taiyilake Nueraji,9,1,0,187.96,77.11,190.5,Southpaw,11.01,48.0,7.39,58.0,0.0,0.0,0.0,0.0,24
Jorge Ortiz,18,9,1,182.88,83.91,182.88,Orthodox,3.53,58.0,2.8,73.0,0.0,0.0,0.0,0.0,38
Mark Madsen,12,2,0,172.72,70.31,182.88,Orthodox,3.56,49.0,3.97,52.0,2.86,66.0,62.0,0.0,40
Ahmad Hassanzada,10,2,0,185.42,70.31,190.5,Orthodox,2.59,34.0,4.42,40.0,2.5,22.0,0.0,0.0,28
Josh San Diego,8,3,0,177.8,61.23,177.8,Orthodox,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38
Eric Galvan,0,0,0,178.23432467873064,70.31,180.70495018353435,Orthodox,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38
Rafael Fiziev,12,3,0,172.72,70.31,180.34,Switch,4.9,51.0,4.97,49.0,0.29,40.0,89.0,0.0,32
Matt Pedro,3,1,0,178.23432467873064,77.39582504970178,180.70495018353435,Orthodox,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38
JJ Okanovich,7,1,0,180.34,70.31,193.04,Orthodox,6.93,55.0,5.27,50.0,0.0,0.0,100.0,0.0,34
Abu Azaitar,14,4,1,175.26,83.91,193.04,Orthodox,4.38,43.0,4.32,51.0,1.0,37.0,42.0,0.0,39
Ariel Gandulla,7,9,0,180.34,92.99,180.34,Orthodox,1.95,23.0,2.07,72.0,1.88,66.0,0.0,0.0,56
Brandon Polcare,1,1,0,178.23432467873064,56.7,180.70495018353435,Orthodox,0.43,50.0,0.0,0.0,0.0,0.0,0.0,0.0,38
Dave Courchaine,20,7,0,172.72,77.11,172.72,Orthodox,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38
Johnny Rhodes,2,1,0,182.88,95.25,182.88,Orthodox,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38
Pat Benson,3,5,3,175.26,70.31,175.26,Orthodox,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38
Vitaly Minakov,20,0,0,187.96,112.94,187.96,Orthodox,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38
Byron Bloodworth,6,3,0,172.72,61.23,172.72,Orthodox,1.82,28.0,5.18,50.0,0.0,0.0,0.0,0.0,41
Cameron VanCamp,15,7,1,187.96,70.31,187.96,Switch,5.31,47.0,6.41,40.0,0.0,0.0,0.0,0.0,31
Ronald Carillo,4,2,0,178.23432467873064,56.7,180.70495018353435,Orthodox,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38
Steve White,1,4,0,180.34,79.38,180.34,Orthodox,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38
Stephen Ledbetter,8,3,0,175.26,65.77,175.26,Orthodox,1.2,38.0,1.6,57.0,5.0,45.0,100.0,0.0,42
Kengo Watanabe,8,13,3,193.04,99.79,193.04,Orthodox,0.6,40.0,3.4,35.0,1.0,100.0,37.0,0.0,49
Augusto Mendes,6,2,0,167.64,61.23,165.1,Orthodox,2.42,34.0,3.91,56.0,1.75,33.0,80.0,0.0,42
Josh McDonald,9,5,0,178.23432467873064,83.91,180.70495018353435,Orthodox,0.8,57.0,3.4,33.0,9.0,50.0,0.0,0.0,38
Ike Villanueva,18,14,0,185.42,92.99,185.42,Orthodox,3.66,38.0,7.24,36.0,0.6,50.0,100.0,0.0,40
Kenji Arai,15,15,5,177.8,65.77,177.8,Southpaw,8.79,27.0,10.29,39.0,0.0,0.0,0.0,0.0,45
Felipe Pena,0,0,0,178.23432467873064,77.39582504970178,180.70495018353435,Orthodox,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38
Waachiim Spiritwolf,12,13,1,172.72,77.11,172.72,Orthodox,10.0,100.0,10.0,0.0,0.0,0.0,0.0,0.0,38
Norman Parke,23,6,1,180.34,70.31,177.8,Southpaw,3.06,35.0,2.88,64.0,1.98,26.0,77.0,0.0,38
Alan Baudot,8,3,0,190.5,110.22,200.66,Orthodox,5.36,58.0,4.82,46.0,0.0,0.0,62.0,0.0,37
Guilherme Viana,7,3,0,193.04,92.99,193.04,Orthodox,2.92,40.0,2.72,59.0,1.2,66.0,77.0,0.0,38
Manuel Gaxhja,7,0,0,172.72,70.31,172.72,Switch,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27
Jairzinho Rozenstruik,13,5,0,187.96,109.77,198.12,Orthodox,2.81,45.0,3.15,45.0,0.0,0.0,73.0,0.0,37
Tanner Boser,21,10,1,187.96,92.99,190.5,Orthodox,4.7,52.0,2.75,58.0,0.0,0.0,63.0,0.0,33
Eldari Kurtanidze,0,1,0,167.64,106.59,167.64,Orthodox,0.47,20.0,3.72,60.0,0.0,0.0,0.0,0.0,52
Jesus Pinedo,16,5,1,177.8,70.31,177.8,Southpaw,3.23,38.0,4.37,52.0,2.5,100.0,100.0,0.0,28
Mitch Raposo,5,1,0,165.1,56.7,162.56,Switch,2.57,25.0,3.18,56.0,3.67,66.0,0.0,0.0,26
Gary Frazier,3,3,0,182.88,111.13,182.88,Orthodox,1.5,39.0,2.77,46.0,0.0,0.0,100.0,0.0,38
Francois Botha,0,1,0,187.96,117.93,187.96,Orthodox,0.0,0.0,1.05,77.0,0.0,0.0,0.0,0.0,56
Todd Butler,1,4,0,185.42,90.72,185.42,Southpaw,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38
Kelly Kobold,19,3,1,167.64,61.23,167.64,Orthodox,2.33,21.0,4.11,59.0,1.67,11.0,0.0,0.0,42
John Lewis,3,4,3,182.88,70.31,182.88,Southpaw,0.0,0.0,4.0,66.0,0.0,0.0,0.0,0.0,38
Andrew Ramm,4,4,0,185.42,72.57,185.42,Orthodox,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38
Ruben Villareal,22,28,3,193.04,120.2,193.04,Orthodox,5.18,53.0,4.86,35.0,0.0,0.0,0.0,0.0,54
Doug Kay,0,0,0,178.23432467873064,77.39582504970178,180.70495018353435,Orthodox,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38
David Smith,5,1,0,178.23432467873064,70.31,180.70495018353435,Orthodox,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38
Micheal Gillmore,6,5,0,180.34,77.11,182.88,Orthodox,2.04,57.0,3.02,43.0,0.0,0.0,50.0,0.0,37
Fabio Cherant,7,4,0,185.42,92.99,187.96,Southpaw,1.35,40.0,4.89,38.0,0.0,0.0,0.0,0.0,30
Mayana Kellem,7,1,0,165.1,61.23,165.1,Orthodox,1.94,22.0,2.9,62.0,0.0,0.0,0.0,0.0,43
Puja Tomar,8,4,0,178.23432467873064,52.16,180.70495018353435,Orthodox,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38
Elvis Mutapcic,15,6,1,182.88,83.91,182.88,Orthodox,3.41,40.0,4.27,38.0,0.0,0.0,81.0,0.0,38
Alexander Sarnavskiy,35,6,0,180.34,70.31,180.34,Orthodox,1.43,66.0,2.06,42.0,0.0,0.0,75.0,0.0,38
Joe Merritt,7,2,0,182.88,77.11,182.88,Orthodox,1.53,58.0,0.73,66.0,0.0,0.0,68.0,0.0,41
Aliev Makhmud,0,1,0,167.64,88.45,167.64,Southpaw,1.12,30.0,2.24,36.0,2.1,50.0,0.0,0.0,55
Brad Gumm,10,6,1,180.34,77.11,180.34,Orthodox,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38
Adrian Diaz,11,4,1,177.8,65.77,177.8,Southpaw,0.48,42.0,3.84,51.0,2.4,50.0,0.0,0.0,36
Feng Pengchao,15,9,1,178.23432467873064,61.23,180.70495018353435,Orthodox,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38
Jordan Radev,23,5,0,170.18,83.91,170.18,Southpaw,1.35,23.0,2.38,66.0,0.0,0.0,80.0,0.0,48
Tadao Yasuda,2,4,0,193.04,140.61,193.04,Orthodox,2.7,73.0,0.85,60.0,0.75,14.0,0.0,0.0,61
Young Hwang,8,5,0,175.26,61.23,175.26,Orthodox,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38
Xue Do Won,0,1,0,170.18,74.84,170.18,Orthodox,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38
Drew Pendleton,5,0,0,178.23432467873064,65.77,180.70495018353435,Orthodox,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38
Matt Andersen,14,8,1,187.96,104.33,187.96,Southpaw,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,53
Estefani Almeida,7,3,0,162.56,56.7,162.56,Orthodox,3.13,37.0,6.07,42.0,0.0,0.0,0.0,0.0,36
Thomas Campbell,3,3,0,178.23432467873064,77.39582504970178,180.70495018353435,Orthodox,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38
Kevin Roddy,15,16,1,180.34,65.77,180.34,Orthodox,2.64,30.0,2.38,60.0,0.0,0.0,50.0,0.0,38
David Avellan,2,1,0,175.26,83.91,175.26,Orthodox,3.33,25.0,10.0,57.0,0.0,0.0,0.0,0.0,38
Ashkan Mokhtarian,13,3,0,167.64,56.7,170.18,Southpaw,1.95,43.0,3.66,43.0,0.54,16.0,33.0,0.0,39
Koyomi Matsushima,13,6,0,170.18,65.77,167.64,Orthodox,2.7,47.0,2.83,59.0,9.0,52.0,33.0,0.0,32
Marco Ruas,9,4,2,185.42,95.25,185.42,Orthodox,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64
Brett Rogers,17,10,0,195.58,120.2,205.74,Orthodox,3.17,44.0,3.2,46.0,0.0,0.0,58.0,0.0,44
Brianna Fortino,9,3,0,152.4,52.16,157.48,Southpaw,3.53,41.0,3.23,57.0,2.5,45.0,66.0,0.0,31
Devin Cole,20,10,1,193.04,108.86,193.04,Orthodox,3.5,55.0,2.14,48.0,2.18,42.0,66.0,0.0,48
Ryan Stonitsch,8,1,0,175.26,77.11,175.26,Southpaw,2.53,36.0,2.53,71.0,0.0,0.0,0.0,0.0,48
Rodney Faverus,25,20,3,182.88,97.52,182.88,Southpaw,2.3,53.0,1.6,54.0,4.5,100.0,25.0,0.0,38
James Mulheron,11,2,0,177.8,110.22,185.42,Orthodox,2.4,31.0,3.47,42.0,0.0,0.0,25.0,0.0,37
Jonny Carson,11,7,0,177.8,70.31,177.8,Orthodox,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38
Nick Hein,14,5,0,167.64,70.31,167.64,Southpaw,2.65,35.0,3.61,59.0,0.86,33.0,83.0,0.0,40
Adam Hunter,7,1,0,185.42,83.91,185.42,Orthodox,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41
Mark Cherico,11,1,0,170.18,65.77,175.26,Orthodox,3.69,34.0,7.37,56.0,5.03,50.0,0.0,0.0,38
Nick Nolte,5,4,0,182.88,77.11,182.88,Orthodox,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38
Kyu Sung Kim,12,5,0,178.23432467873064,56.7,180.70495018353435,Orthodox,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38
Gleristone Santos,33,7,0,175.26,65.77,175.26,Orthodox,3.4,31.0,4.4,64.0,0.0,0.0,75.0,0.0,38
Emily Ducote,13,8,0,157.48,52.16,160.02,Orthodox,6.93,48.0,7.98,56.0,0.25,14.0,92.0,0.0,31
Andy Waters,1,2,0,182.88,77.11,182.88,Orthodox,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38
Jason Gilliam,14,9,0,182.88,77.11,182.88,Orthodox,0.79,33.0,3.14,42.0,0.0,0.0,0.0,0.0,38
Johnny Cisneros,9,6,0,180.34,77.11,180.34,Orthodox,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38
Art Jimmerson,0,1,0,185.42,88.9,185.42,Orthodox,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,61
Justin Hawes,6,9,0,180.34,92.99,180.34,Orthodox,0.0,0.0,3.41,37.0,0.0,0.0,0.0,0.0,38
Art Santore,18,8,0,187.96,83.91,187.96,Orthodox,1.4,12.0,7.31,52.0,0.0,0.0,100.0,0.0,38
Charlie Ward,3,3,0,180.34,77.11,180.34,Orthodox,1.64,19.0,7.21,53.0,0.0,0.0,0.0,0.0,44
Jianping Yang,11,4,1,170.18,65.77,170.18,Orthodox,1.4,26.0,2.07,65.0,1.0,25.0,33.0,0.0,36
Tony Halme,0,4,0,190.5,136.08,190.5,Orthodox,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62
Clint Hester,11,6,0,187.96,92.99,195.58,Orthodox,3.36,42.0,3.44,56.0,1.02,35.0,60.0,0.0,38
Bas Rutten,28,4,1,185.42,92.99,185.42,Orthodox,5.59,61.0,2.06,79.0,0.0,0.0,0.0,0.0,60
Frank Camacho,22,10,0,177.8,70.31,185.42,Orthodox,6.56,46.0,7.44,51.0,1.11,31.0,73.0,0.0,35
Sheymon Moraes,11,4,0,172.72,65.77,182.88,Orthodox,3.0,42.0,3.64,63.0,0.0,0.0,53.0,0.0,34
Ian McCall,13,5,1,165.1,56.7,162.56,Orthodox,3.59,39.0,3.25,67.0,2.08,30.0,88.0,0.0,40
Jonathan Wilson,7,3,0,187.96,92.99,190.5,Southpaw,2.92,48.0,5.65,56.0,0.37,100.0,80.0,0.0,37
Julio Cesar Neves Jr.,33,1,0,172.72,65.77,172.72,Orthodox,1.98,35.0,4.81,51.0,1.06,25.0,76.0,0.0,38
Hisaki Kato,8,2,0,182.88,83.91,182.88,Orthodox,2.8,48.0,1.72,68.0,1.62,100.0,0.0,0.0,38
Karol Rosa,17,5,0,165.1,61.23,170.18,Orthodox,5.43,55.0,4.17,48.0,1.38,47.0,68.0,0.0,30
Bao Quach,19,10,1,160.02,65.77,160.02,Orthodox,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45
Alex Soto,8,3,1,172.72,61.23,172.72,Southpaw,2.95,25.0,5.02,59.0,2.82,30.0,0.0,0.0,41
Richie Hightower,8,4,0,172.72,77.11,172.72,Orthodox,4.62,35.0,6.92,21.0,3.46,100.0,100.0,0.0,50
Chris Hawk,5,10,0,185.42,92.99,185.42,Orthodox,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38
Fabio Aguiar,17,1,0,182.88,83.91,182.88,Orthodox,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38
Salvador Woods,8,17,0,180.34,77.11,180.34,Orthodox,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38
Terrence Mitchell,14,4,0,177.8,61.23,187.96,Orthodox,2.21,34.0,8.85,41.0,3.69,50.0,0.0,0.0,35
Thomas Paull,11,4,0,170.18,70.31,170.18,Orthodox,7.33,33.0,8.67,64.0,0.0,0.0,0.0,0.0,30
Paulo Costa,14,2,0,185.42,83.91,182.88,Orthodox,6.5,60.0,6.38,47.0,0.53,75.0,79.0,0.0,33
Josh Bryant,15,4,0,177.8,83.91,177.8,Orthodox,1.1,20.0,6.1,43.0,0.0,0.0,0.0,0.0,44
Ravena Oliveira,7,2,1,165.1,61.23,165.1,Orthodox,1.0,48.0,1.2,48.0,2.0,66.0,62.0,0.0,28
Ed Ratcliff,7,3,0,177.8,70.31,180.34,Orthodox,2.71,38.0,2.96,63.0,0.28,16.0,53.0,0.0,42
Maheshate,9,3,0,182.88,70.31,180.34,Orthodox,2.91,26.0,4.86,49.0,0.0,0.0,45.0,0.0,25
Luke Jumeau,13,5,0,180.34,77.11,182.88,Orthodox,2.93,43.0,3.17,58.0,0.25,100.0,86.0,0.0,37
Stephanie Webber,2,2,0,167.64,61.23,167.64,Orthodox,0.91,80.0,3.85,15.0,6.79,40.0,0.0,0.0,38
Bob Cook,5,0,0,175.26,77.11,175.26,Orthodox,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38
Alex Enlund,14,2,0,177.8,65.77,177.8,Orthodox,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37
Dariya Zheleznykova,8,1,0,178.23432467873064,61.23,180.70495018353435,Orthodox,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38
Davi Bittencourt,14,4,0,165.1,61.23,165.1,Orthodox,4.15,66.0,1.51,46.0,14.15,33.0,0.0,0.0,30
Francimar Barroso,19,7,0,185.42,92.99,190.5,Orthodox,2.77,52.0,3.07,59.0,2.22,24.0,83.0,0.0,45
Abubakar Nurmagomedov,17,4,1,180.34,77.11,182.88,Orthodox,2.78,53.0,2.61,65.0,1.25,22.0,88.0,0.0,35
Kerry Schall,24,13,0,187.96,120.2,187.96,Orthodox,0.94,11.0,4.84,63.0,0.0,0.0,0.0,0.0,53
Eddie Ruiz,1,1,0,170.18,70.31,170.18,Orthodox,0.2,25.0,1.4,47.0,2.0,12.0,0.0,0.0,57
Raul Sandoval,3,3,0,178.23432467873064,58.97,180.70495018353435,Orthodox,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38
Justin Gaethje,25,4,0,180.34,70.31,177.8,Orthodox,7.35,60.0,7.5,53.0,0.13,25.0,75.0,0.0,36
Daniel Acacio,30,18,0,172.72,81.65,172.72,Orthodox,3.52,36.0,2.85,62.0,0.33,20.0,81.0,0.0,47
Greg Rebello,24,8,0,182.88,108.86,185.42,Southpaw,2.61,39.0,2.92,58.0,0.0,0.0,0.0,0.0,42
Andrey Koreshkov,19,2,0,182.88,77.11,182.88,Orthodox,2.84,39.0,1.92,63.0,4.8,53.0,0.0,0.0,38
Erik Silva,9,2,0,175.26,65.77,180.34,Orthodox,2.17,71.0,1.58,40.0,3.94,80.0,71.0,0.0,38
Geza Kalman,4,9,0,185.42,90.72,185.42,Orthodox,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38
Sean Gannon,2,1,0,190.5,120.2,190.5,Southpaw,0.0,0.0,6.38,28.0,0.0,0.0,50.0,0.0,38
Dustin Moore,0,2,0,162.56,56.7,162.56,Orthodox,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38
Cesar Marscucci,3,2,0,178.23432467873064,77.39582504970178,180.70495018353435,Orthodox,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38
Wayne Phillips,7,7,0,178.23432467873064,83.91,180.70495018353435,Orthodox,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38
Jennifer Gonzalez,13,5,0,157.48,56.7,157.48,Orthodox,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38
Ryan MacDonald,10,2,0,180.34,61.23,180.34,Switch,2.28,29.0,6.49,45.0,0.0,0.0,0.0,0.0,32
Izabela Badurek,6,3,0,165.1,52.16,165.1,Orthodox,3.74,71.0,4.9,32.0,1.75,12.0,100.0,0.0,33
Alavutdin Gadjiev,18,13,1,187.96,83.91,187.96,Orthodox,0.99,27.0,0.99,57.0,0.0,0.0,50.0,0.0,42
Zviad Lazishvili,13,1,0,167.64,61.23,175.26,Orthodox,4.2,39.0,6.13,51.0,0.0,0.0,0.0,0.0,33
Scott McAfee,14,7,0,172.72,70.31,172.72,Orthodox,0.0,0.0,1.33,50.0,0.0,0.0,0.0,0.0,41
Cameron Smotherman,8,4,0,175.26,61.23,175.26,Orthodox,4.0,36.0,13.0,35.0,0.0,0.0,0.0,0.0,27
Rafael Carvalho,14,1,0,190.5,83.91,190.5,Orthodox,1.94,50.0,1.84,54.0,2.77,40.0,70.0,0.0,38
Chris Hofmann,9,2,0,182.88,77.11,182.88,Orthodox,4.78,45.0,4.63,35.0,3.42,42.0,0.0,0.0,35
Jaimelene Nievera,7,4,0,165.1,56.7,165.1,Orthodox,1.67,53.0,8.73,33.0,1.79,16.0,0.0,0.0,40
Brandon Magana,6,2,0,178.23432467873064,77.11,180.70495018353435,Orthodox,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38
Jaime Alvarez,6,1,0,172.72,56.7,175.26,Orthodox,2.73,40.0,4.53,56.0,1.0,33.0,50.0,0.0,37
Emanuel Newton,26,12,1,185.42,92.99,185.42,Orthodox,1.92,49.0,1.35,51.0,2.02,100.0,0.0,0.0,38
